coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,rights,Owner,creator,UsageTerms,WebStatement,caption,comments,providerManagedID,MetadataDate,format,associatedSpecimenReference,type,subtype,metadataLanguage
679564,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3029_L_1578674942_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3029_L_1578674942_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3029_L_1578674942_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3029_L_1578674942.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Tatia intermedia",,urn:uuid:7c420403-796c-476c-a09a-d7f990002a16,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679564,StillImage,Photograph,en
679566,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3030_D_1578675003_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3030_D_1578675003_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3030_D_1578675003_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3030_D_1578675003.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Trachelyopterus  sp.",,urn:uuid:2ccf50ab-2ca2-472d-b26d-7ac22972bce2,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679566,StillImage,Photograph,en
679566,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3030_V_1578675028_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3030_V_1578675028_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3030_V_1578675028_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3030_V_1578675028.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro",Trachelyopterus sp.,,urn:uuid:6c7d387f-a133-4569-9c58-33e5bd3898d2,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679566,StillImage,Photograph,en
679567,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3031_1578675177_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3031_1578675177_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3031_1578675177_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3031_1578675177.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Hemigrammus sp.",,urn:uuid:35f4c109-0bf3-4c01-98f2-176998e66582,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679567,StillImage,Photograph,en
679568,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3032_1578675250_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3032_1578675250_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3032_1578675250_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3032_1578675250.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Moenkhausia oligolepis",,urn:uuid:afd84e75-9d69-4e58-8a29-474a87d651ed,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679568,StillImage,Photograph,en
679569,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3033_1578675288_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3033_1578675288_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3033_1578675288_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3033_1578675288.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Moenkhausia lepidura",,urn:uuid:90bd4d1a-eff8-4fe3-aeb3-97d999886311,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679569,StillImage,Photograph,en
679570,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3034_1578675337_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3034_1578675337_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3034_1578675337_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3034_1578675337.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Bryconops sp.",,urn:uuid:4d100d99-f1f5-48ff-abf0-a68c5ed7c469,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679570,StillImage,Photograph,en
679571,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3035_1578675378_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3035_1578675378_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3035_1578675378_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3035_1578675378.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Moenkhausia dichroura",,urn:uuid:f0fd4d2d-371e-4fea-88c2-89cd8ebb0265,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679571,StillImage,Photograph,en
679572,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3036_1578675463_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3036_1578675463_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3036_1578675463_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3036_1578675463.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Acestrorhynchus microlepis",,urn:uuid:fede5bbc-d073-4810-9a48-2db4b0435c84,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679572,StillImage,Photograph,en
679573,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3037_1578675499_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3037_1578675499_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3037_1578675499_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3037_1578675499.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Carnegiella myersi",,urn:uuid:78a96f78-47a5-48f3-b04a-e5e71948ce88,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679573,StillImage,Photograph,en
679574,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3038_1578675566_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3038_1578675566_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3038_1578675566_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3038_1578675566.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Hoplias malabaricus",,urn:uuid:c9cb33ac-b198-4312-82dd-f3286de85a53,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679574,StillImage,Photograph,en
679575,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3039_1578675758_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3039_1578675758_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3039_1578675758_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3039_1578675758.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Crenicichla anthurus",,urn:uuid:2eeab8bf-13c9-405c-a799-8b4b83d97f29,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679575,StillImage,Photograph,en
679579,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3042_1578683345_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3042_1578683345_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3042_1578683345_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3042_1578683345.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Mesonauta insignis",,urn:uuid:dc178d10-d18c-458a-8eba-9a3368ec728f,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679579,StillImage,Photograph,en
679580,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3043_1578683458_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3043_1578683458_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3043_1578683458_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3043_1578683458.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Apistogramma bitaeniata",,urn:uuid:0ffc0fb5-c53d-4fd2-a961-34092b7e2310,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679580,StillImage,Photograph,en
679581,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3044_1578683506_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3044_1578683506_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3044_1578683506_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3044_1578683506.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Heros efasciatus",,urn:uuid:8352ab4d-7fd1-42a3-a475-e1fd5d615f99,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679581,StillImage,Photograph,en
679582,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3045_1578683545_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3045_1578683545_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3045_1578683545_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3045_1578683545.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Apistogramma cruzi",,urn:uuid:5e95a7e7-ad47-4686-8ff4-598cecd750d7,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679582,StillImage,Photograph,en
679583,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3046_1578683624_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3046_1578683624_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3046_1578683624_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3046_1578683624.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Creagrutus amoenus",,urn:uuid:a4caa635-70aa-4532-98b7-b13510ea8821,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679583,StillImage,Photograph,en
679584,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3047_1578683668_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3047_1578683668_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3047_1578683668_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3047_1578683668.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Astyanax sp.",,urn:uuid:e67bd16b-fbd6-4068-9736-b3fcb1df01a3,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679584,StillImage,Photograph,en
679585,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3048_1578683714_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3048_1578683714_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3048_1578683714_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3048_1578683714.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Hoplias malabaricus",,urn:uuid:b0555c96-95fd-443f-a5bf-f9c883d54a24,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679585,StillImage,Photograph,en
679586,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3049_1578683754_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3049_1578683754_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3049_1578683754_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3049_1578683754.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Eigenmannia virescens",,urn:uuid:fc5d17a0-44c0-40d2-96e1-6027bb589b2f,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679586,StillImage,Photograph,en
679588,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3050_D_1578683802_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3050_D_1578683802_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3050_D_1578683802_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3050_D_1578683802.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Amaralia sp.",,urn:uuid:37a8e847-4421-4f34-ad38-04fd87347196,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679588,StillImage,Photograph,en
679588,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3050_V_1578683836_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3050_V_1578683836_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3050_V_1578683836_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3050_V_1578683836.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Amaralia sp.",,urn:uuid:87f4e455-b451-4643-a062-fb9f4d2bc415,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679588,StillImage,Photograph,en
679589,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3051_1578683895_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3051_1578683895_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3051_1578683895_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3051_1578683895.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Pyrrhulina brevis",,urn:uuid:9bd681ef-0f62-44a1-951e-f2d3f01881f4,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679589,StillImage,Photograph,en
679591,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3053_1578684008_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3053_1578684008_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3053_1578684008_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3053_1578684008.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Curimatella sp.",,urn:uuid:175f22ad-bb1f-4fe1-b2d3-d608799a0cff,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679591,StillImage,Photograph,en
679592,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3054_1578684098_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3054_1578684098_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3054_1578684098_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3054_1578684098.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Curimatopsis macrolepis",,urn:uuid:8cd243cf-cb27-4a20-bb08-f0421dd3d6d6,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679592,StillImage,Photograph,en
679593,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3055_1578684162_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3055_1578684162_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3055_1578684162_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3055_1578684162.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Moenkhausia oligolepis",,urn:uuid:c4d3e952-0cba-4d6b-abb6-a27dc93ed209,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679593,StillImage,Photograph,en
679594,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3056_1578684238_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3056_1578684238_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3056_1578684238_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3056_1578684238.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Hemiodontichthys acipenserinus",,urn:uuid:b5fe78b3-d802-4580-b4a7-b21fd8e92a9f,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679594,StillImage,Photograph,en
679594,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3056_V_1578684266_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3056_V_1578684266_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3056_V_1578684266_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3056_V_1578684266.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Hemiodontichthys acipenserinus",,urn:uuid:2b01d21c-5039-4b53-a82b-be9f9e8a1d31,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679594,StillImage,Photograph,en
679595,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3057_1578684313_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3057_1578684313_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3057_1578684313_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3057_1578684313.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Ochmacanthus reinhardtii",,urn:uuid:4962624a-1719-45b3-a1cd-7d10a4ca43fe,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679595,StillImage,Photograph,en
679596,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3058_D_1578684361_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3058_D_1578684361_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3058_D_1578684361_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3058_D_1578684361.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Megalechis sp.",,urn:uuid:902555c9-29a7-41e1-8737-7f3f7d029500,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679596,StillImage,Photograph,en
679597,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3059_D_1578605245_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3059_D_1578605245_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3059_D_1578605245_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3059_D_1578605245.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Chaetostoma microps",,urn:uuid:f113a039-9434-4413-9bf6-5f4cef197d2b,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679597,StillImage,Photograph,en
679597,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3059_V_1578605685.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3059_V_1578605685.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3059_V_1578605685_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3059_V_1578605685.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Chaetostoma microps",,urn:uuid:789ff843-dbef-40b0-834d-4d0c63f54d3d,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679597,StillImage,Photograph,en
679599,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3060_1578684481_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3060_1578684481_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3060_1578684481_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3060_1578684481.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Characidium zebra",,urn:uuid:5470a5a7-ea32-475f-bbea-6cb119ba1d36,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679599,StillImage,Photograph,en
679600,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3061_1578684524_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3061_1578684524_lg.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3061_1578684524_tn.jpg,https://localhost/bndb/imagelib/INABIOEC_MECN-DP/00003/MECN-DP_3061_1578684524.jpg,http://creativecommons.org/licenses/by-nc/4.0/,"Gobierno del Ecuador- INABIO",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)","Sin fines de lucro","Trichomycterus sp.",,urn:uuid:55ea4249-80d5-4cfd-96a0-7107d937b82b,"2022-04-15 17:45:21",image/jpeg,https://localhost/bndb/collections/individual/index.php?occid=679600,StillImage,Photograph,en
