catalogNumber,id,bloque,regla,campos,valores,severidad,destino
4860,1839933,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4861,1839934,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4862,1839935,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4863,1839936,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4864,1839937,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4865,1839938,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4866,1839939,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4867,1839940,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4868,1839941,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4869,1839942,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4870,1839943,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4871,1839944,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4872,1839945,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4873,1839946,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4874,1839947,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4875,1839948,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4876,1839949,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4877,1839950,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4878,1839951,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4879,1839952,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4880,1839953,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4881,1839954,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4882,1839955,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4883,1839956,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4884,1839957,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4885,1839958,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4886,1839959,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4887,1839960,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-03,informativa,propio
4888,1839961,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-03,informativa,propio
4889,1839962,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4890,1839963,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4891,1839964,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4892,1839965,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4893,1839966,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4894,1839967,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4895,1839968,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4896,1839969,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4897,1839970,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4898,1839971,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4899,1839972,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2021-09,informativa,propio
4900,1839973,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4901,1839974,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4902,1839975,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4903,1839976,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4904,1839977,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
4905,1839978,temporal,eventDate parcial sin startDayOfYear (grano no diario),eventDate | startDayOfYear,2022-05,informativa,propio
