id,catalogNumber,stateProvince,county,locality,verbatimCoordinates,verbatimLatitude,verbatimLongitude,decimalLatitude,decimalLongitude,metodo_correccion,confianza_coordenada,coherencia_provincia,criterio_coherencia,dist_fuera_provincia_km,dist_centroide_km,coordenada_compartida,provincia_minoritaria,signo_ambiguo,dms_rango_invalido
1839775,4702,Orellana,,Río Payamino,24581/99445991,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
1839995,4922,Guayas,Guayaquil,Mercado de Milagro,2.17724/79.13347,,,-2.17724,-79.13347,decimal_sin_signo_neg_ambos,inferida,coherente,poligono_gadm,0.03,68.2,TRUE,TRUE,FALSE,FALSE
1840020,4947,Pichincha,Quito,San José de Mashpi-Río Pachijal,0018521/0733457,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
1840021,4948,Pichincha,,Río Malimpio Bajo,00.16647/78.87937,,,0.16647,-78.87937,decimal_sin_signo_neg_lon_ambiguo,inferida,coherente,poligono_gadm,0,15.1,FALSE,FALSE,TRUE,FALSE
1840022,4949,Pichincha,,Vertiente afluente del Río Pitan,00.06992/078.57935,,,0.06992,-78.57935,decimal_sin_signo_neg_lon_ambiguo,inferida,coherente,poligono_gadm,0,21.5,FALSE,FALSE,TRUE,FALSE
1840023,4950,Pichincha,,Dos Puentes,0002484/784064,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
1840024,4951,Pichincha,,Pahuma afluente Río Pichan,2856.80/763529.02,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
1840025,4952,Pichincha,,Río Alambí,14807.33/759887.35,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
1840026,4953,Pichincha,,Dos Puentes,0230/784039,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
1840027,4954,Pichincha,,Río Alambí,14807.33/759887.35,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
1840029,4956,Pichincha,,Río Malimpio Bajo,0016647/18877937,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
1840030,4957,Pichincha,,Río Alambí,0000172/7839906,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
1840082,5009,Pichincha,,Río Pisque,0796764/99996967,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
1840083,5010,Pichincha,,Río Alambí,0015946/1707584,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
1840084,5011,Pichincha,,Río Alambí,0016647/7887937,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
1840085,5012,Pichincha,,Río Malimpio Bajo,0015946/17075804,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
1840086,5013,Pichincha,,Río Alambí,09993222/0746084,,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
1840167,5094,Orellana,El Edén,Chiruisla,,0.43938,-76.629934,0.43938,-76.629934,original,leida,discordante,poligono_gadm,64.91,159.7,FALSE,FALSE,FALSE,FALSE
1840195,5122,Esmeraldas,Atacames,,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840196,5123,Esmeraldas,Atacames,,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840197,5124,Esmeraldas,Atacames,,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840198,5125,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840199,5126,Esmeraldas,Atacames,,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840200,5127,Esmeraldas,Atacames,,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840201,5128,Esmeraldas,Atacames,,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840202,5129,Esmeraldas,Atacames,,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840219,5146,Orellana,,Parque Nacional Yasuní,,0.67541,-76.42361,0.67541,-76.42361,original,leida,discordante,poligono_gadm,99.44,173.9,FALSE,FALSE,FALSE,FALSE
1840230,5157,Esmeraldas,Atacames,Tonsupa,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840231,5158,Esmeraldas,Atacames,Tonchigüe,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840233,5160,Pichincha,,La Concordia,,-0.0399,-79.328364,-0.0399,-79.328364,original,leida,discordante,poligono_gadm,5.86,63.4,TRUE,FALSE,FALSE,FALSE
1840235,5162,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840238,5165,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840243,5170,Pastaza,,,,-14.95103,-77.9968,,,descartada_fuera_de_rango,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
1840244,5171,Orellana,,Cuyabeno,,0.008841,-76.190786,0.008841,-76.190786,original,leida,discordante,poligono_gadm,50.08,95.3,FALSE,FALSE,FALSE,FALSE
1840258,5185,Sucumbíos,,,,-2.091522,-79.39281,-2.091522,-79.39281,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840265,5192,Sucumbíos,,,,-2.09152,-79.39281,-2.09152,-79.39281,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840273,5200,Sucumbíos,,,,-2.091522,-79.392814,-2.091522,-79.392814,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840284,5211,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840288,5215,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840295,5222,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840298,5225,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840304,5231,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840305,5232,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840313,5240,Pichincha,,,,0.313013,-79.458342,0.313013,-79.458342,original,leida,discordante,poligono_gadm,13.15,80.6,FALSE,FALSE,FALSE,FALSE
1840314,5241,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840318,5245,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840319,5246,Sucumbíos,,Parque Nacional Yasuní,,-0.997237,76.09445,-0.997237,-76.09445,neg_lon_ambiguo,inferida,discordante,poligono_gadm,50.27,108.2,TRUE,TRUE,TRUE,FALSE
1840324,5251,Sucumbíos,,Parque Nacional Yasuní,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840325,5252,Sucumbíos,,Parque Nacional Yasuní,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840332,5259,Orellana,,,,-2.091522,-79.39281,-2.091522,-79.39281,original,leida,discordante,poligono_gadm,238.39,414.3,TRUE,TRUE,FALSE,FALSE
1840333,5260,Orellana,,,,-2.091522,-79.39281,-2.091522,-79.39281,original,leida,discordante,poligono_gadm,238.39,414.3,TRUE,TRUE,FALSE,FALSE
1840334,5261,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840335,5262,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840336,5263,Esmeraldas,Tonchigüe,,,-0.8283,-79.94985,-0.8283,-79.94985,original,leida,discordante,poligono_gadm,96.81,172.8,FALSE,FALSE,FALSE,FALSE
1840337,5264,Bolívar,Chillanes,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,18.01,38.9,TRUE,TRUE,FALSE,FALSE
1840365,5292,Morona Santiago,,,"-0.072489 -78,213,042",,,,,irreparable,sin_coordenada,,,,,FALSE,FALSE,FALSE,FALSE
1840368,5295,Esmeraldas,Atacames,Tonchigüe,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840369,5296,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840372,5299,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840381,5308,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840383,5310,Esmeraldas,Atacames,Tonchigüe,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840387,5314,Esmeraldas,Atacames,Tonchigüe,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840388,5315,Esmeraldas,Atacames,Tonchigüe,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840389,5316,Esmeraldas,Atacames,Súa,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840390,5317,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840391,5318,Esmeraldas,Atacames,,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840393,5320,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840394,5321,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840395,5322,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840402,5329,Esmeraldas,Atacames,Tonsupa,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840403,5330,Santo Domingo de los Tsáchilas,,,,-0.38699,-79.8736,-0.38699,-79.8736,original,leida,discordante,poligono_gadm,46.45,86.9,FALSE,FALSE,FALSE,FALSE
1840405,5332,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840410,5337,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840413,5340,Esmeraldas,Atacames,Tonchigüe,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840415,5342,Esmeraldas,Atacames,Tonchigüe,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840416,5343,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840417,5344,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840422,5349,Esmeraldas,Atacames,Tonchigüe,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840424,5351,Esmeraldas,,Playa Ancha,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840425,5352,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840426,5353,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840427,5354,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840428,5355,Esmeraldas,Atacames,Tonchigüe,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840430,5357,Esmeraldas,Atacames,Tonchigüe,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840431,5358,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840432,5359,Esmeraldas,Atacames,Súa,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840434,5361,Esmeraldas,Atacames,Tonchigüe,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840435,5362,Esmeraldas,Atacames,Tonchigüe,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840436,5363,Esmeraldas,Atacames,Tonsupa,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840440,5367,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840441,5368,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840442,5369,Esmeraldas,Atacames,Súa,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840443,5370,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840444,5371,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840446,5373,Esmeraldas,Atacames,Súa,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840447,5374,Esmeraldas,Atacames,Tonchigüe,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840449,5376,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840450,5377,Esmeraldas,Atacames,Tonsupa,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840460,5387,Esmeraldas,Atacames,Súa,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840463,5390,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840467,5394,Esmeraldas,Atacames,Súa,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840486,5413,Pichincha,,,,-0.19954,-79.19357,-0.19954,-79.19357,original,leida,discordante,poligono_gadm,12.94,56.5,FALSE,FALSE,FALSE,FALSE
1840489,5416,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840491,5418,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840502,5429,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840508,5435,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840516,5443,Esmeraldas,Atacames,Tonsupa,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840523,5450,Esmeraldas,Atacames,Tonchigüe,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840527,5454,Esmeraldas,Atacames,Tonchigüe,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840533,5460,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840536,5463,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840537,5464,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840553,5480,Esmeraldas,Atacames,Tonsupa,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840557,5484,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840560,5487,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840561,5488,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840564,5491,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840569,5496,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840574,5501,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840575,5502,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840576,5503,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840584,5511,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840587,5514,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840594,5521,Esmeraldas,Atacames,Tonsupa,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840599,5526,Esmeraldas,Atacames,Atacames,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840624,5551,Imbabura,Intag,Reserva Puranquí,,-0.39556,-78.47889,-0.39556,-78.47889,original,leida,discordante,poligono_gadm,62.23,127.4,FALSE,FALSE,FALSE,FALSE
1840664,5568,Esmeraldas,Atacames,,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840673,5577,Sucumbíos,,,,-2.091522,-79.3928147,-2.091522,-79.392815,original,leida,discordante,poligono_gadm,286.23,413.7,TRUE,FALSE,FALSE,FALSE
1840698,5602,Santo Domingo de los Tsáchilas,,,,-0.75639,-79.46876,-0.75639,-79.46876,original,leida,discordante,poligono_gadm,14.78,64.6,TRUE,FALSE,FALSE,FALSE
1840701,5605,Esmeraldas,Atacames,,,-0.87127,-79.85844,-0.87127,-79.85844,original,leida,discordante,poligono_gadm,97.76,176.1,TRUE,FALSE,FALSE,FALSE
1840702,5606,Esmeraldas,,,,-0.9282747,-79.2212992,-0.928275,-79.221299,original,leida,discordante,poligono_gadm,101.99,188.8,TRUE,TRUE,FALSE,FALSE
